Country,Year_t,Year_t1,Period,TFP_Change,Efficiency_Change,Technical_Change
ARG,1992,1993,1992-1993,0.9483689123871717,0.999999999999998,0.9483689123871736
BRA,1992,1993,1992-1993,0.976250237656566,1.0000000000000016,0.9762502376565645
CHL,1992,1993,1992-1993,1.0005784699956457,1.0000000000000113,1.0005784699956344
COL,1992,1993,1992-1993,1.0101495319672773,1.000000000000001,1.0101495319672762
CRI,1992,1993,1992-1993,1.0120419849249884,1.0000000000000122,1.012041984924976
MEX,1992,1993,1992-1993,1.0005813813610809,0.9999999999999793,1.0005813813611015
PER,1992,1993,1992-1993,1.111977166375444,1.0000000000000473,1.1119771663753915
ARG,1993,1994,1993-1994,0.9399809656659088,1.000000000000001,0.9399809656659078
BRA,1993,1994,1993-1994,0.9719606447769623,0.9999999999999931,0.971960644776969
CHL,1993,1994,1993-1994,0.9969202233500134,0.9833357748932989,1.0138146590448096
COL,1993,1994,1993-1994,0.999999999999999,0.999999999999998,1.000000000000001
CRI,1993,1994,1993-1994,1.0185959428720663,1.0000000000000306,1.018595942872035
MEX,1993,1994,1993-1994,0.9806992149980815,0.9999999999994527,0.9806992149986183
PER,1993,1994,1993-1994,1.0657719553817915,0.9999999999999989,1.0657719553817926
ARG,1994,1995,1994-1995,1.7785885465289508,0.9999999999999953,1.778588546528959
BRA,1994,1995,1994-1995,0.9469920653725105,1.0000000000000056,0.9469920653725052
CHL,1994,1995,1994-1995,1.0091227890056444,1.0169466275225356,0.9923065396893528
COL,1994,1995,1994-1995,1.017404012343599,0.99999999999998,1.0174040123436194
CRI,1994,1995,1994-1995,1.0261288645083146,0.9999999999999876,1.0261288645083273
MEX,1994,1995,1994-1995,1.0843575578523426,1.0000000000004006,1.0843575578519082
PER,1994,1995,1994-1995,1.1026135286388292,0.9999999999999885,1.1026135286388419
ARG,1995,1996,1995-1996,0.7114591545862202,1.0000000000000038,0.7114591545862176
BRA,1995,1996,1995-1996,0.9857942142393955,0.9999999999999971,0.9857942142393984
CHL,1995,1996,1995-1996,1.0158494489816285,0.9999999999999956,1.015849448981633
COL,1995,1996,1995-1996,0.9862512579941709,1.000000000000022,0.9862512579941493
CRI,1995,1996,1995-1996,1.0000000000000153,1.0000000000000306,0.9999999999999847
MEX,1995,1996,1995-1996,0.9633703176579979,1.0000000000001603,0.9633703176578434
PER,1995,1996,1995-1996,1.1521382804936564,0.9999999999999862,1.1521382804936722
ARG,1996,1997,1996-1997,0.9689043979824593,1.0000000000000007,0.9689043979824586
BRA,1996,1997,1996-1997,0.9834460824994836,1.0000000000000024,0.9834460824994812
CHL,1996,1997,1996-1997,1.023801925435596,1.0000000000000029,1.023801925435593
COL,1996,1997,1996-1997,1.0190893117180702,0.9999999999999993,1.0190893117180708
CRI,1996,1997,1996-1997,1.013241606006292,0.999999999999998,1.013241606006294
MEX,1996,1997,1996-1997,0.9677897782889343,0.9999999999999967,0.9677897782889375
PER,1996,1997,1996-1997,1.081987959780828,0.9999999999997875,1.0819879597810578
ARG,1997,1998,1997-1998,0.9998341125691214,0.9999999999999911,0.9998341125691302
BRA,1997,1998,1997-1998,0.9983137850805209,0.9999999999999998,0.9983137850805212
CHL,1997,1998,1997-1998,1.0329888119398998,1.0000000000000004,1.0329888119398993
COL,1997,1998,1997-1998,1.0156513680066095,1.0000000000000007,1.0156513680066088
CRI,1997,1998,1997-1998,1.013226955035804,1.000000000000001,1.0132269550358028
MEX,1997,1998,1997-1998,0.9604199183366343,1.0000000000000147,0.9604199183366202
PER,1997,1998,1997-1998,1.104359910491866,0.9928643156635508,1.1122969101309683
ARG,1998,1999,1998-1999,1.0544062997797783,1.000000000000009,1.0544062997797687
BRA,1998,1999,1998-1999,0.9976684914864498,1.0000000000000018,0.997668491486448
CHL,1998,1999,1998-1999,1.0726312695488425,0.9999999999999996,1.072631269548843
COL,1998,1999,1998-1999,1.036727690157226,0.9999999999999989,1.036727690157227
CRI,1998,1999,1998-1999,1.0180005806744543,1.0000000000000002,1.018000580674454
MEX,1998,1999,1998-1999,0.988127741170862,0.9999999999999802,0.9881277411708815
PER,1998,1999,1998-1999,1.06425169988194,0.9955847573028787,1.0689714683510079
ARG,1999,2000,1999-2000,1.0206995515780877,0.9999999999999991,1.0206995515780886
BRA,1999,2000,1999-2000,0.9787568548664847,0.9999999999999967,0.9787568548664879
CHL,1999,2000,1999-2000,1.003801015797236,1.0000000000000018,1.0038010157972341
COL,1999,2000,1999-2000,0.9988563782353195,1.0000000000000004,0.998856378235319
CRI,1999,2000,1999-2000,1.0027760129979515,1.0000000000000082,1.0027760129979433
MEX,1999,2000,1999-2000,0.9757732583123767,0.999999999999875,0.9757732583124987
PER,1999,2000,1999-2000,1.022146633487124,0.9837624257172917,1.0390177615716978
ARG,2000,2001,2000-2001,1.0617133025851329,0.9999999999999976,1.0617133025851355
BRA,2000,2001,2000-2001,0.9644118270883901,0.9999999999999944,0.9644118270883955
CHL,2000,2001,2000-2001,1.0367056286342864,1.000000000000001,1.0367056286342853
COL,2000,2001,2000-2001,1.004784451038778,0.9999999999999887,1.0047844510387893
CRI,2000,2001,2000-2001,0.9999999999999998,0.9999999999999996,1.0000000000000002
MEX,2000,2001,2000-2001,1.0125212420726226,0.9999999999995433,1.0125212420730851
PER,2000,2001,2000-2001,1.0345268750779733,0.9876807818728306,1.0474303986317457
ARG,2001,2002,2001-2002,1.134574636866152,1.0000000000000002,1.1345746368661518
BRA,2001,2002,2001-2002,0.9850736614891551,1.0000000000000098,0.9850736614891454
CHL,2001,2002,2001-2002,0.9992577883762451,0.9999999999999949,0.9992577883762502
COL,2001,2002,2001-2002,1.001862949103048,1.000000000000004,1.001862949103044
CRI,2001,2002,2001-2002,1.0092296254518576,0.999999999999994,1.0092296254518636
MEX,2001,2002,2001-2002,1.0271088998133855,1.0000000000005962,1.027108899812773
PER,2001,2002,2001-2002,1.0297565161808357,1.0347400150036172,0.995183815499042
ARG,2002,2003,2002-2003,0.9799522613541116,1.000000000000004,0.9799522613541077
BRA,2002,2003,2002-2003,0.9943442015026819,0.9999999999999998,0.9943442015026821
CHL,2002,2003,2002-2003,1.021985651234915,0.9999999999999984,1.0219856512349166
COL,2002,2003,2002-2003,0.9949269288660917,0.9999999999999849,0.9949269288661067
CRI,2002,2003,2002-2003,1.0083911444046094,0.9999999999998035,1.0083911444048075
MEX,2002,2003,2002-2003,1.0128200629940405,0.999999999999917,1.0128200629941246
PER,2002,2003,2002-2003,1.0108282234806005,1.006221935226343,1.004577805445298
ARG,2003,2004,2003-2004,0.956403448692007,0.9999999999999973,0.9564034486920096
BRA,2003,2004,2003-2004,0.972387464549905,0.9999999999999989,0.9723874645499061
CHL,2003,2004,2003-2004,1.0025073763340124,1.0000000000000067,1.0025073763340058
COL,2003,2004,2003-2004,0.9931304125159124,1.0000000000000095,0.993130412515903
CRI,2003,2004,2003-2004,0.9886368929840283,1.0000000000001987,0.9886368929838318
MEX,2003,2004,2003-2004,0.9927264258870977,1.0000000000000782,0.9927264258870201
PER,2003,2004,2003-2004,0.9987563381726912,1.000000000000514,0.9987563381721778
ARG,2004,2005,2004-2005,0.9571544272165022,1.0000000000000013,0.957154427216501
BRA,2004,2005,2004-2005,0.9843638705091116,0.9999999999999911,0.9843638705091203
CHL,2004,2005,2004-2005,1.0049222686717025,0.9791139258224224,1.026358876294811
COL,2004,2005,2004-2005,1.0011260941603315,1.000000000000002,1.0011260941603295
CRI,2004,2005,2004-2005,1.0086532407031523,0.9999999999999982,1.008653240703154
MEX,2004,2005,2004-2005,1.0123345023791912,0.9999999999999274,1.0123345023792647
PER,2004,2005,2004-2005,0.990637526076819,1.0000000000000728,0.9906375260767468
ARG,2005,2006,2005-2006,0.9547638185827574,0.9999999999999962,0.9547638185827609
BRA,2005,2006,2005-2006,0.9807599226036119,1.00000000000001,0.9807599226036021
